gameKey,seasonName,date,winner,H_AST,H_BLK,H_DREB,H_OREB,H_PRB,H_TRB,H_2PA,H_2PM,H_3PA,H_3PM,H_DKA,H_DKM,H_FTA,H_FTM,H_SWA,H_SWM,H_FGA,H_FGM,H_TPF,H_PF,H_SUB,H_PP,H_PA,H_STL,H_TTO,H_PTO,H_MIN,H_UF,H_TF,H_TOM,H_EJ,H_NR,H_TS%,H_eFG%,H_EFF,H_TEAM,A_AST,A_BLK,A_DREB,A_OREB,A_PRB,A_TRB,A_2PA,A_2PM,A_3PA,A_3PM,A_DKA,A_DKM,A_FTA,A_FTM,A_SWA,A_SWM,A_FGA,A_FGM,A_TPF,A_PF,A_SUB,A_PP,A_PA,A_STL,A_TTO,A_PTO,A_MIN,A_UF,A_TF,A_TOM,A_EJ,A_NR,A_TS%,A_eFG%,A_EFF,A_TEAM
S39G01N63,2021-2022,20211112,away,14,4,27,18,45,1,42,20,21,2,2,2,25,11,4,2,65,24,17,35,27,61,90,6,2,12,2400,0,0,9,0,-20.557735210400807,23.112480739599384,34.61538461538461,62,창원 LG,27,4,27,17,44,3,53,26,22,6,3,3,12,4,8,2,78,35,18,43,22,80,90,7,1,8,2400,0,0,12,0,20.557735210400807,39.0625,47.5,105,울산 현대모비스
S39G01N64,2021-2022,20211113,away,17,3,16,12,28,5,38,20,29,6,1,1,15,10,4,0,68,27,18,37,24,70,83,5,1,8,2400,0,0,6,0,-22.089882911882185,42.45283018867924,53.57142857142857,73,전주 KCC,18,2,26,12,38,1,30,18,28,10,2,2,14,9,5,2,60,30,16,32,15,79,74,5,1,11,2400,1,0,12,0,22.089882911882185,50.83179297597042,73.07692307692308,96,대구 한국가스공사
S39G01N65,2021-2022,20211113,home,18,2,25,10,35,1,40,26,26,9,2,2,21,13,1,0,68,37,18,37,11,96,89,12,1,10,2400,0,0,4,0,18.76029552214726,52.5,52.5,114,안양 KGC,19,2,22,6,28,4,41,22,22,9,1,1,15,11,3,0,64,32,14,32,30,84,79,6,1,15,2400,0,0,5,0,-18.76029552214726,45.85326953748007,56.666666666666664,91,고양 오리온
S39G01N66,2021-2022,20211113,away,19,3,25,9,34,5,54,22,16,6,0,0,11,5,3,0,70,28,18,36,26,67,81,5,0,9,2400,0,0,9,0,-10.84064495741768,38.28828828828829,50.0,76,원주 DB,14,4,32,12,44,5,48,24,26,6,0,0,13,11,3,0,74,30,15,31,25,77,87,8,0,9,2400,0,0,6,0,10.84064495741768,55.61440677966102,59.375,97,서울 SK
S39G01N67,2021-2022,20211114,away,13,2,22,15,37,5,39,19,23,6,1,0,14,8,4,0,63,25,19,39,25,64,77,5,0,12,2400,0,0,7,0,-7.615194703734247,45.498084291187745,50.0,70,서울 삼성,15,4,23,13,36,4,39,19,27,7,0,0,16,12,2,0,66,26,14,28,20,71,82,9,0,8,2400,0,0,8,0,7.615194703734247,34.496753246753244,40.625,87,전주 KCC
S39G01N68,2021-2022,20211114,home,18,2,23,8,31,2,40,25,18,8,0,0,24,15,2,0,58,33,18,40,23,89,82,3,0,11,2400,0,0,7,0,5.606311465288655,54.34782608695652,63.333333333333336,100,수원 KT,12,2,18,14,32,3,38,21,27,8,0,0,19,14,3,4,65,29,19,41,18,80,84,6,1,8,2400,1,0,11,0,-5.606311465288655,42.37288135593221,46.875,85,창원 LG
S39G01N69,2021-2022,20211114,home,24,4,24,9,33,1,44,28,22,10,0,0,10,6,4,2,66,38,17,34,22,92,76,9,0,19,2400,0,0,14,0,9.906713394621434,53.87931034482759,68.75,112,울산 현대모비스,19,1,18,11,29,5,45,26,24,7,3,2,12,9,7,8,72,35,15,30,23,86,84,13,1,16,2400,0,0,17,0,-9.906713394621434,57.4712643678161,61.111111111111114,96,원주 DB
S39G01N70,2021-2022,20211115,home,25,3,19,5,24,1,55,34,11,5,0,0,8,6,9,4,66,39,16,32,30,89,74,9,1,7,2400,0,0,18,0,16.25510587324139,48.646362098138745,63.333333333333336,114,서울 SK,11,5,23,4,27,4,36,22,20,8,2,2,13,11,4,6,58,32,18,36,30,83,71,5,1,17,2400,0,0,10,0,-16.25510587324139,63.40579710144928,91.66666666666667,89,고양 오리온
S39G01N71,2021-2022,20211116,away,17,4,20,7,27,4,47,19,20,6,1,1,17,12,5,4,68,26,15,32,29,70,85,8,1,11,2400,0,0,10,0,-19.304992303433664,34.496753246753244,37.5,71,울산 현대모비스,20,6,29,15,44,4,53,28,18,6,1,1,14,9,10,6,72,35,18,36,29,85,86,5,3,16,2400,0,0,14,0,19.304992303433664,45.498084291187745,50.0,103,수원 KT
S39G01N72,2021-2022,20211117,home,18,0,29,11,40,1,39,19,28,13,4,3,10,5,1,2,71,35,16,35,25,88,81,3,0,10,2400,0,0,11,0,9.763086375989587,55.26315789473684,55.26315789473684,99,대구 한국가스공사,18,2,24,6,30,2,34,15,25,11,2,2,20,12,6,2,61,28,16,34,17,79,81,8,0,9,2400,0,0,14,0,-9.763086375989587,60.97560975609756,70.58823529411765,89,고양 오리온
S39G01N73,2021-2022,20211118,home,22,7,22,8,30,1,38,22,33,15,4,4,13,11,9,6,75,41,15,31,15,108,88,11,0,5,2400,0,0,14,0,22.268336060734498,45.23026315789474,47.5,138,안양 KGC,20,3,26,13,39,4,47,27,26,9,1,1,11,9,7,2,74,37,16,32,16,92,85,3,1,13,2400,0,0,4,0,-22.268336060734498,55.1994301994302,69.44444444444444,108,전주 KCC
S39G01N74,2021-2022,20211120,home,16,2,21,14,35,1,47,20,30,12,0,0,12,9,4,4,77,32,20,44,22,85,89,10,0,5,2400,1,0,19,0,20.343554603462323,41.243654822335024,50.0,96,창원 LG,15,5,31,10,41,4,44,21,14,5,0,0,28,16,7,8,58,26,15,33,24,73,86,2,0,16,2400,0,0,4,0,-20.343554603462323,38.58024691358025,61.111111111111114,80,서울 SK
S39G01N75,2021-2022,20211121,away,10,4,18,13,31,4,44,17,19,3,1,1,17,13,3,2,64,21,18,37,28,58,81,9,1,15,2400,1,0,8,0,-12.647055409534829,23.696682464454977,21.428571428571427,53,서울 삼성,12,5,28,7,35,2,36,18,16,5,3,3,14,10,4,4,55,26,16,35,19,67,69,9,1,19,2400,1,0,11,0,12.647055409534829,38.888888888888886,38.888888888888886,77,수원 KT
S39G01N76,2021-2022,20211121,away,17,1,27,11,38,2,35,20,36,8,2,2,8,5,7,2,73,30,16,35,19,73,81,7,0,11,2400,0,0,12,0,-17.043882658775146,48.52125693160813,69.23076923076923,81,대구 한국가스공사,25,4,29,12,41,6,37,20,36,14,1,1,16,6,9,8,74,35,9,18,8,90,90,8,1,11,2400,0,0,12,0,17.043882658775146,33.24468085106383,42.5,113,안양 KGC
S39G01N77,2021-2022,20211127,home,19,2,30,7,37,4,43,22,25,9,1,1,8,4,8,8,69,32,19,41,29,77,77,6,0,8,2400,0,0,11,0,14.872890854492908,36.76470588235294,43.75,96,원주 DB,15,5,28,11,39,1,39,14,23,7,0,0,24,18,2,0,62,21,19,38,28,67,86,6,1,13,2400,0,0,4,0,-14.872890854492908,29.22971114167813,31.57894736842105,72,서울 삼성
S39G01N78,2021-2022,20211128,home,25,3,28,10,38,1,48,29,23,7,1,1,19,15,4,2,72,37,17,36,23,96,91,10,0,8,2400,1,0,8,0,10.991877608623838,48.21958456973294,64.28571428571429,126,서울 SK,21,1,24,6,30,1,46,26,23,9,0,0,15,12,6,2,69,35,19,40,19,91,84,6,1,12,2400,0,0,6,0,-10.991877608623838,41.72229639519359,47.05882352941177,100,전주 KCC
S39G01N79,2021-2022,20211128,home,15,2,28,10,38,3,39,27,28,9,1,1,14,13,6,8,68,37,13,26,21,96,82,6,0,11,2400,1,0,12,0,25.373369292557996,53.68098159509203,65.625,117,수원 KT,18,3,19,9,28,3,43,26,27,5,2,2,14,9,6,0,72,33,18,37,19,80,86,8,0,9,2400,0,0,12,0,-25.373369292557996,32.69617706237425,35.294117647058826,87,안양 KGC
S39G01N80,2021-2022,20211201,away,20,2,25,11,36,3,43,19,23,9,2,2,17,13,6,8,68,30,19,43,30,82,85,7,1,14,2400,0,0,11,0,-1.490266024850115,33.52490421455939,36.111111111111114,93,원주 DB,14,1,26,15,41,1,48,22,19,7,1,1,28,16,8,4,68,30,17,35,20,83,96,9,0,13,2400,0,0,12,0,1.490266024850115,41.96113074204947,53.57142857142857,86,창원 LG
S39G01N81,2021-2022,20211202,away,16,3,21,7,28,2,42,23,19,6,2,2,23,18,2,2,63,31,16,32,24,86,86,7,1,13,2400,0,0,9,0,-4.168425495989879,47.78672032193159,52.94117647058823,91,고양 오리온,24,1,21,11,32,7,56,37,21,3,1,1,10,8,5,0,78,41,17,40,26,93,88,8,0,11,2400,0,0,10,0,4.168425495989879,42.20257234726688,45.45454545454545,115,울산 현대모비스
S39G01N82,2021-2022,20211203,away,18,3,21,9,30,6,32,14,33,8,3,3,17,11,6,2,68,25,17,34,21,69,85,4,0,10,2400,0,0,15,0,-26.902476390052442,37.31343283582089,42.30769230769231,71,안양 KGC,22,2,31,15,46,2,36,17,32,14,0,0,13,8,4,2,68,31,18,38,19,84,81,5,1,13,2400,0,0,13,0,26.902476390052442,54.71380471380471,66.66666666666667,105,창원 LG
S39G01N83,2021-2022,20211204,home,26,5,24,9,33,4,36,19,25,10,2,2,23,18,5,0,63,31,17,35,17,90,86,9,0,14,2400,0,0,12,0,11.19366793659816,32.05128205128205,33.333333333333336,116,전주 KCC,20,1,25,10,35,5,37,19,36,11,1,1,13,12,7,2,74,31,17,39,23,85,87,8,0,12,2400,0,1,11,0,-11.19366793659816,29.620853080568722,28.571428571428573,98,원주 DB
S39G01N84,2021-2022,20211204,away,17,3,21,9,30,4,41,19,23,6,2,2,16,14,2,0,66,27,19,41,21,74,82,6,0,12,2400,0,0,11,0,-12.66587805331774,45.87155963302752,57.89473684210526,81,서울 삼성,19,3,27,8,35,2,41,20,14,6,3,3,18,14,7,2,58,29,17,36,25,78,76,10,0,13,2400,1,0,16,0,12.66587805331774,44.86133768352366,57.69230769230769,101,고양 오리온
S39G01N85,2021-2022,20211204,home,22,2,25,14,39,2,46,19,23,9,4,4,10,8,6,2,73,32,18,36,22,81,83,10,0,14,2400,0,0,17,0,2.203052093518309,55.928411633109626,63.333333333333336,99,울산 현대모비스,16,4,24,9,33,5,40,21,22,7,3,2,14,10,8,6,65,30,19,39,24,77,79,9,0,13,2400,0,0,14,0,-2.203052093518309,48.16955684007707,56.666666666666664,92,서울 SK
S39G01N86,2021-2022,20211204,away,19,1,28,9,37,5,32,12,34,11,4,4,16,11,2,0,70,27,17,36,20,76,86,4,0,8,2400,0,0,9,0,-7.788844806499071,35.06311360448808,44.11764705882353,86,대구 한국가스공사,20,6,32,12,44,2,42,19,28,11,1,1,16,10,4,2,71,31,19,41,16,83,87,3,2,11,2400,0,0,5,0,7.788844806499071,39.875173370319004,61.53846153846154,99,수원 KT
S39G01N87,2021-2022,20211205,home,16,5,24,10,34,4,26,13,25,9,2,2,20,10,3,0,53,24,17,39,21,67,73,1,0,9,2400,0,0,2,0,3.2894736842105203,25.510204081632654,33.333333333333336,79,서울 삼성,18,0,21,14,35,1,39,18,20,5,2,2,20,10,2,2,61,25,18,37,13,65,81,7,1,5,2400,0,0,2,0,-3.2894736842105203,24.671052631578945,37.5,74,창원 LG
S39G01N88,2021-2022,20211205,away,21,4,30,9,39,7,45,21,38,12,1,1,17,10,2,0,84,34,10,25,36,90,101,10,1,18,2700,0,0,10,0,-7.793019470032689,25.13711151736746,23.68421052631579,95,안양 KGC,16,4,39,13,52,4,52,25,32,11,1,1,15,11,7,8,85,37,16,34,30,96,100,9,1,20,2700,0,0,16,0,7.793019470032689,30.5316091954023,41.666666666666664,108,원주 DB
S39G01N89,2021-2022,20211205,away,16,2,29,11,40,5,35,14,23,9,3,3,18,12,3,0,61,26,19,39,17,73,79,3,1,18,2400,0,0,5,0,-3.7928489421026796,30.918727915194346,35.714285714285715,79,대구 한국가스공사,17,4,23,13,36,2,54,24,19,6,0,0,16,9,7,4,73,30,15,31,25,75,89,12,0,8,2400,0,1,19,0,3.7928489421026796,45.761078998073216,56.666666666666664,88,서울 SK
S39G01N90,2021-2022,20211205,home,19,4,19,12,31,4,43,21,26,10,0,0,18,16,8,4,69,31,14,28,19,88,87,13,1,10,2400,0,0,16,0,6.027054622990974,40.0,40.0,108,고양 오리온,18,4,24,14,38,0,50,30,18,6,0,0,12,7,9,2,68,36,16,33,11,85,80,5,2,17,2400,0,0,7,0,-6.027054622990974,43.016194331983804,57.142857142857146,94,전주 KCC
S39G01N91,2021-2022,20211206,away,15,4,26,17,43,0,49,20,16,5,1,1,20,15,5,2,66,26,20,43,19,72,86,9,1,13,2400,1,0,8,0,-2.1256827524072435,20.400593471810087,14.285714285714286,84,울산 현대모비스,14,6,22,19,41,1,39,15,26,8,3,3,21,15,1,0,68,26,18,41,19,75,89,5,0,14,2400,0,0,7,0,2.1256827524072435,40.1536312849162,47.5,80,수원 KT
S39G01N92,2021-2022,20211207,away,14,4,24,17,41,4,41,18,29,7,0,0,18,16,3,2,70,25,16,34,27,73,88,3,2,14,2400,0,1,4,0,-28.568095512782904,45.73170731707317,55.55555555555556,76,서울 삼성,26,5,25,4,29,4,42,23,22,11,1,1,15,13,4,0,65,35,17,35,18,94,80,7,0,7,2400,0,0,17,0,28.568095512782904,54.24528301886792,67.85714285714286,126,원주 DB
S39G01N93,2021-2022,20211208,home,24,3,35,9,44,0,42,27,23,9,1,1,7,6,6,2,66,37,17,39,27,89,73,8,3,16,2400,0,0,11,0,30.54943680909345,63.55932203389831,68.75,119,고양 오리온,14,3,18,16,34,3,39,16,31,7,1,1,19,11,3,0,71,24,16,32,21,66,90,7,0,13,2400,0,0,9,0,-30.54943680909345,27.695716395864107,35.294117647058826,59,창원 LG
S39G01N94,2021-2022,20211209,away,19,1,20,15,35,1,34,23,31,10,3,3,17,16,2,4,68,36,17,37,20,98,85,2,0,11,2400,0,0,8,0,-1.8625553443937974,57.80346820809248,66.66666666666667,112,전주 KCC,18,1,16,6,22,4,30,17,31,15,2,2,23,20,4,4,63,34,18,38,24,103,86,11,0,7,2400,0,0,14,0,1.8625553443937974,57.39795918367347,79.16666666666667,120,대구 한국가스공사
S39G01N95,2021-2022,20211210,away,18,3,20,7,27,3,37,19,20,7,2,2,11,8,5,4,59,28,17,35,27,71,70,7,1,13,2400,0,0,6,0,-12.167053964832178,60.62355658198614,73.07692307692308,81,고양 오리온,23,2,25,10,35,1,46,28,19,5,0,0,14,10,9,2,65,33,16,33,22,81,79,5,1,10,2400,0,0,17,0,12.167053964832178,45.021186440677965,46.875,100,서울 SK
S39G01N96,2021-2022,20211211,home,26,4,31,11,42,5,43,25,20,4,4,4,22,17,6,0,67,33,20,41,20,87,89,9,0,10,2400,0,0,14,0,41.805765983216915,36.54080389768575,47.05882352941177,124,울산 현대모비스,12,3,23,7,30,4,40,18,22,4,0,0,18,9,1,0,62,22,20,43,21,57,80,3,0,15,2400,0,0,6,0,-41.805765983216915,12.575452716297788,14.705882352941176,45,안양 KGC
S39G01N97,2021-2022,20211211,home,17,2,24,8,32,2,41,21,26,11,0,0,15,12,4,2,67,32,15,31,22,87,82,10,0,4,2400,0,0,10,0,27.561247216035653,59.22165820642978,76.66666666666667,108,전주 KCC,18,4,28,13,41,1,39,18,27,10,0,0,11,4,0,0,66,28,16,35,31,70,77,4,1,14,2400,0,0,2,0,-27.561247216035653,29.702970297029704,38.46153846153846,78,서울 삼성
S39G01N98,2021-2022,20211211,home,18,2,20,15,35,4,37,20,30,10,4,4,8,5,4,0,71,34,16,32,17,83,79,5,0,12,2400,0,0,11,0,4.638410660441593,53.93996247654784,61.76470588235294,95,창원 LG,13,3,20,7,27,6,36,25,27,6,1,1,15,12,4,5,64,32,16,33,19,82,79,5,1,10,2400,0,0,11,0,-4.638410660441593,50.355450236966824,60.714285714285715,90,대구 한국가스공사
S39G01N99,2021-2022,20211211,away,15,4,25,13,38,5,41,16,24,8,2,2,21,15,4,2,67,26,11,22,25,75,88,6,1,17,2400,0,0,14,0,-23.097869091139273,42.82218597063622,53.84615384615385,78,원주 DB,25,6,27,12,39,4,50,26,26,10,5,5,6,2,9,4,81,41,17,39,24,94,87,11,0,9,2400,0,0,17,0,23.097869091139273,64.30041152263374,69.44444444444444,126,수원 KT
S39G01N100,2021-2022,20211212,home,24,3,15,12,27,5,37,21,34,17,1,1,10,8,6,2,72,39,17,34,19,103,82,8,0,7,2400,0,0,17,0,30.814708186167238,53.63805970149254,55.0,128,안양 KGC,18,3,20,16,36,2,50,26,17,6,1,1,8,8,4,2,68,33,17,35,21,80,76,4,0,15,2400,0,0,9,0,-30.814708186167238,65.50218340611353,75.0,93,서울 삼성
S39G01N101,2021-2022,20211212,home,19,5,20,10,30,3,54,27,17,5,2,2,20,15,3,0,73,34,19,39,28,88,93,12,0,5,2400,0,0,12,0,13.320839908819934,51.698670605613,67.6470588235294,108,서울 SK,20,2,28,12,40,4,45,19,17,9,1,1,16,10,3,0,63,29,18,37,31,77,79,3,1,18,2400,0,0,6,0,-13.320839908819934,39.98316498316498,44.44444444444444,87,울산 현대모비스
S39G01N102,2021-2022,20211212,away,23,1,27,14,41,1,42,23,30,9,2,2,15,11,7,2,74,34,16,32,15,88,89,10,0,16,2700,0,0,17,0,-6.985423825472537,33.333333333333336,33.333333333333336,104,고양 오리온,23,3,28,6,34,0,39,22,25,11,2,2,14,10,5,4,66,35,18,36,16,91,80,10,3,14,2700,1,0,13,0,6.985423825472537,50.67567567567567,75.0,109,전주 KCC
S39G01N103,2021-2022,20211212,away,12,2,16,16,32,5,46,19,21,7,2,2,15,10,4,2,69,28,17,36,20,73,84,6,1,11,2400,0,0,14,0,-5.233243281392049,42.857142857142854,42.857142857142854,72,창원 LG,10,2,26,11,37,1,33,18,24,9,0,0,16,12,3,4,57,27,16,33,26,75,73,8,2,16,2400,0,1,7,0,5.233243281392049,28.571428571428573,28.571428571428573,81,수원 KT
S39G01N104,2021-2022,20211213,home,17,0,25,2,27,6,38,19,25,13,4,4,11,7,5,4,67,36,19,40,24,92,78,6,0,12,2400,0,0,14,0,9.001850913983546,55.928411633109626,63.333333333333336,101,대구 한국가스공사,21,1,26,14,40,2,42,17,28,9,1,1,19,17,3,2,71,27,18,36,18,80,90,7,0,12,2400,1,0,11,0,-9.001850913983546,48.75195007800312,55.88235294117647,93,원주 DB
S39G01N105,2021-2022,20211214,home,19,1,23,14,37,4,33,15,30,14,2,2,13,8,7,6,65,31,16,35,19,84,78,7,0,12,2400,0,0,13,0,39.694586370455895,42.407108239095315,47.36842105263158,101,수원 KT,15,5,20,11,31,4,38,18,21,4,0,0,17,11,4,2,59,22,18,36,21,59,76,8,2,16,2400,0,0,7,0,-39.694586370455895,26.395173453996986,30.0,61,서울 삼성
S39G01N106,2021-2022,20211215,away,14,0,24,12,36,5,34,14,21,6,2,2,14,12,4,5,57,22,15,30,20,62,71,6,0,14,2400,0,0,7,0,-10.677821841093362,55.928411633109626,60.0,72,전주 KCC,15,2,22,12,34,2,36,20,30,8,1,1,5,3,2,0,67,29,18,37,17,69,72,8,0,8,2400,0,0,15,0,10.677821841093362,42.57907542579075,46.666666666666664,82,창원 LG
S39G01N107,2021-2022,20211216,away,18,0,18,12,30,5,53,27,20,8,1,1,27,19,3,0,74,36,18,40,19,99,101,11,1,12,2400,0,0,4,0,-25.073746312684364,39.97093023255814,53.125,104,서울 SK,29,5,23,10,33,3,26,16,38,18,4,4,20,18,6,2,68,38,18,39,13,112,88,10,0,13,2400,0,1,13,0,25.073746312684364,84.375,84.375,147,안양 KGC
S39G01N108,2021-2022,20211217,away,15,4,20,9,29,3,47,23,24,8,1,1,14,9,5,2,72,32,20,40,15,81,86,9,0,11,2400,1,0,8,0,-20.141501105734548,50.55147058823529,56.25,85,전주 KCC,25,9,31,19,50,5,48,23,29,12,1,1,16,13,4,4,78,36,17,36,20,97,94,9,0,14,2400,1,0,12,0,20.141501105734548,45.02572898799314,50.0,136,울산 현대모비스
S39G01N109,2021-2022,20211218,home,17,4,37,11,48,2,48,24,23,8,2,1,7,4,7,4,73,33,16,32,20,78,80,6,0,11,2400,0,0,11,0,24.440729849881677,50.55147058823529,59.375,101,원주 DB,13,2,25,7,32,3,42,19,24,3,1,1,12,9,5,4,67,23,16,33,27,58,79,8,1,9,2400,0,0,8,0,-24.440729849881677,15.889830508474578,12.5,59,고양 오리온
S39G01N110,2021-2022,20211218,home,16,6,23,14,37,3,56,28,15,6,0,0,11,9,4,6,71,34,17,35,24,83,82,6,0,10,2400,0,0,13,0,12.922580859621718,46.423658872077034,55.26315789473684,102,서울 SK,15,2,21,12,33,5,39,18,29,10,1,1,16,9,3,2,69,29,17,34,18,77,85,8,1,11,2400,1,0,8,0,-12.922580859621718,50.48465266558966,60.526315789473685,81,창원 LG
S39G01N111,2021-2022,20211218,home,21,1,20,11,31,7,40,23,36,14,1,1,15,12,3,2,77,38,16,32,22,102,92,10,0,4,2400,0,0,19,0,27.147460019144276,62.5,62.5,126,안양 KGC,18,1,27,8,35,0,39,20,21,8,5,4,8,7,1,2,65,32,16,32,23,79,73,3,0,14,2400,1,0,3,0,-27.147460019144276,67.85714285714286,67.85714285714286,88,수원 KT
S39G01N112,2021-2022,20211218,home,21,3,30,8,38,3,40,23,29,11,2,2,17,13,8,4,71,36,15,31,21,96,88,10,0,9,2400,0,0,13,0,27.64054281293383,40.0,40.0,123,대구 한국가스공사,15,3,24,11,35,5,52,25,23,6,1,1,8,5,7,6,76,32,17,38,21,75,84,6,0,12,2400,0,1,12,0,-27.64054281293383,44.563279857397504,47.61904761904762,80,서울 삼성
S39G01N113,2021-2022,20211219,home,16,3,29,9,38,9,55,23,15,5,2,2,19,13,1,0,72,30,18,38,26,78,91,5,0,8,2400,0,0,9,0,6.776376748610133,41.78779069767442,50.0,93,원주 DB,21,7,28,15,43,5,47,19,26,6,0,0,22,16,3,0,73,25,19,39,21,72,95,4,2,11,2400,0,0,7,0,-6.776376748610133,37.001287001287004,42.857142857142854,85,울산 현대모비스
S39G01N114,2021-2022,20211219,home,23,1,23,14,37,2,54,28,18,6,2,2,11,10,14,10,74,36,14,28,19,88,85,10,0,11,2400,0,0,16,0,7.735216652132152,41.899441340782126,47.5,111,서울 SK,20,2,21,8,29,2,40,27,27,7,2,2,6,4,6,0,69,36,14,30,18,83,75,9,1,13,2400,0,0,17,0,-7.735216652132152,50.317796610169495,53.125,96,전주 KCC
S39G01N115,2021-2022,20211219,away,12,0,26,9,35,3,40,14,26,9,5,5,7,4,0,0,71,28,15,32,19,69,78,5,1,6,2400,0,0,11,0,-10.710711385332885,46.875,46.875,71,대구 한국가스공사,12,6,31,18,49,1,40,16,24,7,2,2,20,15,1,2,66,25,13,26,12,72,86,2,1,10,2400,0,0,2,0,10.710711385332885,47.89272030651341,52.77777777777778,85,수원 KT
S39G01N116,2021-2022,20211219,away,17,1,19,10,29,4,46,21,21,7,3,3,20,14,5,2,70,31,16,32,17,83,90,8,0,6,2400,0,0,15,0,-19.67549696146085,19.841269841269842,22.22222222222222,91,고양 오리온,22,4,28,5,33,1,27,15,29,16,3,3,13,11,3,2,59,34,16,34,12,95,72,5,2,13,2400,0,0,8,0,19.67549696146085,60.043668122270745,71.42857142857143,118,안양 KGC
S39G01N117,2021-2022,20211220,home,19,2,23,12,35,7,32,21,26,6,1,1,29,19,5,2,59,28,16,39,20,81,88,8,1,11,2400,0,0,13,0,20.027008353746623,48.44961240310077,70.83333333333333,99,창원 LG,15,3,18,10,28,4,41,23,18,2,0,0,25,16,4,2,59,25,20,45,20,68,84,6,1,12,2400,1,2,6,0,-20.027008353746623,42.756539235412475,47.05882352941177,68,서울 삼성
S39G01N118,2021-2022,20211221,away,25,3,22,11,33,3,27,12,44,15,6,5,7,5,5,2,77,32,18,42,9,84,84,6,0,2,2400,0,0,13,0,0.31757862450847085,28.94736842105263,28.94736842105263,105,안양 KGC,21,1,34,8,42,2,28,13,27,10,5,5,23,19,2,5,60,28,17,35,22,85,83,2,0,10,2400,0,0,0,0,-0.31757862450847085,62.87726358148894,70.58823529411765,107,대구 한국가스공사
S39G01N119,2021-2022,20211222,away,18,1,23,9,32,4,34,16,30,8,1,1,18,14,3,6,65,25,19,41,29,72,83,9,0,16,2400,0,0,4,0,-16.159909909909913,46.42857142857143,46.42857142857143,76,원주 DB,13,2,26,16,42,5,55,28,17,3,0,0,25,20,4,0,72,31,17,36,28,85,97,13,1,13,2400,0,0,8,0,16.159909909909913,32.99689440993789,35.0,100,서울 SK
S39G01N120,2021-2022,20211223,home,28,4,25,10,35,3,39,26,25,10,3,3,17,12,3,0,67,39,19,39,23,100,84,8,0,10,2400,0,0,10,0,25.391069243214574,44.89942528735632,70.83333333333333,135,수원 KT,16,2,14,8,22,3,41,23,20,7,1,1,17,11,3,4,62,31,16,34,22,80,79,6,1,12,2400,0,0,10,0,-25.391069243214574,48.4006734006734,58.333333333333336,79,전주 KCC
S39G01N121,2021-2022,20211224,home,15,4,29,10,39,2,50,29,26,8,2,2,14,12,9,10,78,39,15,33,29,98,92,14,0,16,2700,0,0,16,0,6.589031365658542,53.13199105145414,56.666666666666664,115,고양 오리온,30,4,28,10,38,1,51,30,22,6,4,4,16,9,8,2,77,40,15,30,27,95,93,6,1,19,2700,0,0,6,0,-6.589031365658542,42.37288135593221,46.875,110,울산 현대모비스
S39G01N122,2021-2022,20211225,home,18,0,22,12,34,3,36,19,24,10,0,0,22,16,2,0,60,29,16,32,16,84,82,6,1,9,2400,0,0,7,0,15.810292700566805,61.52125279642058,70.0,98,창원 LG,17,1,18,8,26,3,32,18,30,10,2,2,7,5,5,8,64,30,19,42,20,75,71,6,1,9,2400,0,0,9,0,-15.810292700566805,68.23144104803494,78.57142857142857,82,원주 DB
S39G01N123,2021-2022,20211225,home,18,6,25,7,32,3,49,29,13,4,1,1,21,12,10,6,63,34,18,38,23,84,84,5,0,8,2400,0,0,10,0,13.02302086246084,32.46753246753247,61.111111111111114,102,서울 SK,21,0,23,10,33,5,41,21,27,8,1,1,13,10,3,0,69,30,14,30,18,78,82,3,2,12,2400,0,0,2,0,-13.02302086246084,39.237668161434975,47.61904761904762,84,서울 삼성
S39G01N124,2021-2022,20211225,home,18,1,21,16,37,4,40,24,34,11,5,3,13,9,2,2,79,38,13,27,14,96,92,2,0,4,2400,0,0,4,0,6.261424392849349,43.8288920056101,55.88235294117647,109,안양 KGC,20,1,22,5,27,4,39,23,23,9,3,3,14,13,4,2,65,35,18,39,16,92,79,2,1,7,2400,0,0,7,0,-6.261424392849349,59.86590038314176,63.888888888888886,107,전주 KCC
S39G01N125,2021-2022,20211226,away,12,1,19,15,34,2,44,16,25,6,5,5,8,5,3,0,74,27,17,34,19,65,82,5,2,15,2400,0,0,12,0,-53.86253520141332,41.46919431279621,42.857142857142854,52,대구 한국가스공사,36,4,28,7,35,3,41,27,24,12,4,4,8,6,11,4,69,43,13,26,22,104,77,9,1,10,2400,0,0,19,0,53.86253520141332,62.87726358148894,67.6470588235294,152,울산 현대모비스
S39G01N126,2021-2022,20211226,home,21,4,25,16,41,3,35,20,35,8,2,2,23,18,5,0,72,30,12,26,18,86,95,10,1,14,2400,0,0,5,0,-0.49898849778986687,20.026702269692922,17.647058823529413,103,수원 KT,15,1,25,14,39,1,58,26,13,6,0,0,16,12,4,2,71,32,17,36,19,82,87,9,0,12,2400,0,0,14,0,0.49898849778986687,42.76315789473684,62.5,92,서울 SK
