경기ID,쿼터,2PA_Away,2PA_Home,2PM_Away,2PM_Home,3PA_Away,3PA_Home,3PM_Away,3PM_Home,AST_Away,AST_Home,BLK_Away,BLK_Home,DK_Away,DK_Home,DREB_Away,DREB_Home,FGA_Away,FGA_Home,FGM_Away,FGM_Home,FTA_Away,FTA_Home,FTM_Away,FTM_Home,GD_Away,GD_Home,OREB_Away,OREB_Home,PF_Away,PF_Home,PTS_Away,PTS_Home,REB_Away,REB_Home,STL_Away,STL_Home,TO_Away,TO_Home,PTS_diff,2PM_diff,2PA_diff,3PM_diff,3PA_diff,FGM_diff,FGA_diff,FTM_diff,FTA_diff,OREB_diff,DREB_diff,REB_diff,AST_diff,STL_diff,BLK_diff,GD_diff,DK_diff,TO_diff,PF_diff,Home_Win
S45G01N175,2.0,23.0,26.0,12.0,9.0,15.0,12.0,6.0,3.0,11.0,10.0,3.0,0.0,1.0,0.0,15.0,16.0,38.0,38.0,18.0,12.0,10.0,15.0,7.0,13.0,0.0,0.0,3.0,7.0,12.0,9.0,49.0,40.0,18.0,23.0,5.0,2.0,2.0,6.0,-9.0,-3.0,3.0,-3.0,-3.0,-6.0,0.0,6.0,5.0,4.0,1.0,5.0,-1.0,-3.0,-3.0,0.0,-1.0,4.0,-3.0,0
S45G01N175,3.0,35.0,40.0,21.0,18.0,18.0,16.0,7.0,5.0,19.0,12.0,3.0,0.0,1.0,0.0,20.0,20.0,53.0,56.0,28.0,23.0,12.0,18.0,8.0,15.0,1.0,0.0,3.0,10.0,16.0,13.0,71.0,66.0,23.0,30.0,7.0,5.0,6.0,10.0,-5.0,-3.0,5.0,-2.0,-2.0,-5.0,3.0,7.0,6.0,7.0,0.0,7.0,-7.0,-2.0,-3.0,-1.0,-1.0,4.0,-3.0,0
S45G01N175,4.0,47.0,52.0,28.0,23.0,21.0,22.0,9.0,7.0,25.0,17.0,3.0,2.0,1.0,0.0,26.0,25.0,68.0,74.0,37.0,30.0,14.0,22.0,8.0,19.0,2.0,0.0,4.0,14.0,21.0,16.0,91.0,86.0,30.0,39.0,7.0,9.0,10.0,14.0,-5.0,-5.0,5.0,-2.0,1.0,-7.0,6.0,11.0,8.0,10.0,-1.0,9.0,-8.0,2.0,-1.0,-2.0,-1.0,4.0,-5.0,0
S45G01N176,1.0,14.0,12.0,9.0,7.0,6.0,3.0,1.0,1.0,9.0,5.0,0.0,0.0,1.0,0.0,5.0,3.0,20.0,15.0,10.0,8.0,2.0,2.0,1.0,2.0,1.0,0.0,5.0,2.0,4.0,3.0,22.0,19.0,10.0,5.0,2.0,4.0,4.0,6.0,-3.0,-2.0,-2.0,0.0,-3.0,-2.0,-5.0,1.0,0.0,-3.0,-2.0,-5.0,-4.0,2.0,0.0,-1.0,-1.0,2.0,-1.0,0
S45G01N176,2.0,30.0,19.0,16.0,11.0,10.0,11.0,3.0,5.0,12.0,11.0,0.0,1.0,2.0,0.0,12.0,10.0,40.0,30.0,19.0,16.0,3.0,6.0,2.0,4.0,2.0,0.0,8.0,4.0,10.0,7.0,43.0,41.0,20.0,14.0,3.0,6.0,6.0,9.0,-2.0,-5.0,-11.0,2.0,1.0,-3.0,-10.0,2.0,3.0,-4.0,-2.0,-6.0,-1.0,3.0,1.0,-2.0,-2.0,3.0,-3.0,0
S45G01N176,3.0,40.0,27.0,22.0,16.0,18.0,16.0,6.0,7.0,17.0,15.0,0.0,2.0,2.0,0.0,15.0,15.0,58.0,43.0,28.0,23.0,4.0,6.0,3.0,4.0,2.0,1.0,12.0,6.0,13.0,11.0,65.0,57.0,27.0,21.0,7.0,8.0,9.0,16.0,-8.0,-6.0,-13.0,1.0,-2.0,-5.0,-15.0,1.0,2.0,-6.0,0.0,-6.0,-2.0,1.0,2.0,-1.0,-2.0,7.0,-2.0,0
S45G01N176,4.0,49.0,33.0,25.0,18.0,23.0,19.0,7.0,8.0,20.0,19.0,0.0,3.0,2.0,0.0,20.0,24.0,72.0,52.0,32.0,26.0,8.0,10.0,6.0,8.0,2.0,2.0,13.0,7.0,18.0,16.0,77.0,68.0,33.0,31.0,13.0,10.0,12.0,24.0,-9.0,-7.0,-16.0,1.0,-4.0,-6.0,-20.0,2.0,2.0,-6.0,4.0,-2.0,-1.0,-3.0,3.0,0.0,-2.0,12.0,-2.0,0
S45G01N177,1.0,8.0,9.0,4.0,7.0,6.0,6.0,2.0,5.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,15.0,6.0,12.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,4.0,14.0,32.0,1.0,7.0,1.0,2.0,4.0,2.0,18.0,3.0,1.0,3.0,0.0,6.0,1.0,3.0,3.0,1.0,5.0,6.0,6.0,1.0,0.0,0.0,0.0,-2.0,-1.0,1
S45G01N177,2.0,17.0,25.0,12.0,13.0,8.0,12.0,2.0,6.0,8.0,14.0,0.0,0.0,1.0,1.0,8.0,11.0,25.0,37.0,14.0,19.0,8.0,5.0,4.0,4.0,0.0,1.0,0.0,6.0,9.0,10.0,34.0,48.0,8.0,17.0,4.0,4.0,9.0,5.0,14.0,1.0,8.0,4.0,4.0,5.0,12.0,0.0,-3.0,6.0,3.0,9.0,6.0,0.0,0.0,1.0,0.0,-4.0,1.0,1
S45G01N177,3.0,31.0,39.0,20.0,18.0,12.0,16.0,4.0,7.0,15.0,18.0,3.0,0.0,2.0,1.0,12.0,14.0,43.0,55.0,24.0,25.0,19.0,9.0,12.0,7.0,0.0,1.0,4.0,11.0,13.0,19.0,64.0,64.0,16.0,25.0,6.0,5.0,11.0,9.0,0.0,-2.0,8.0,3.0,4.0,1.0,12.0,-5.0,-10.0,7.0,2.0,9.0,3.0,-1.0,-3.0,1.0,-1.0,-2.0,6.0,1
S45G01N177,4.0,39.0,46.0,24.0,23.0,20.0,23.0,6.0,12.0,17.0,26.0,3.0,0.0,2.0,1.0,13.0,19.0,59.0,69.0,30.0,35.0,21.0,10.0,14.0,8.0,1.0,1.0,8.0,14.0,17.0,23.0,80.0,90.0,21.0,33.0,9.0,10.0,17.0,15.0,10.0,-1.0,7.0,6.0,3.0,5.0,10.0,-6.0,-11.0,6.0,6.0,12.0,9.0,1.0,-3.0,0.0,-1.0,-2.0,6.0,1
S45G01N178,1.0,13.0,11.0,8.0,5.0,6.0,7.0,1.0,4.0,4.0,3.0,0.0,4.0,0.0,0.0,8.0,4.0,19.0,18.0,9.0,9.0,1.0,2.0,1.0,2.0,0.0,0.0,6.0,1.0,4.0,2.0,20.0,24.0,14.0,5.0,1.0,3.0,4.0,1.0,4.0,-3.0,-2.0,3.0,1.0,0.0,-1.0,1.0,1.0,-5.0,-4.0,-9.0,-1.0,2.0,4.0,0.0,0.0,-3.0,-2.0,1
S45G01N178,2.0,24.0,21.0,13.0,10.0,13.0,15.0,4.0,6.0,9.0,7.0,0.0,6.0,1.0,0.0,15.0,12.0,37.0,36.0,17.0,16.0,2.0,6.0,1.0,5.0,0.0,0.0,7.0,4.0,9.0,6.0,39.0,43.0,22.0,16.0,2.0,6.0,7.0,4.0,4.0,-3.0,-3.0,2.0,2.0,-1.0,-1.0,4.0,4.0,-3.0,-3.0,-6.0,-2.0,4.0,6.0,0.0,-1.0,-3.0,-3.0,1
S45G01N178,3.0,35.0,30.0,16.0,15.0,20.0,24.0,6.0,9.0,13.0,11.0,0.0,8.0,1.0,0.0,23.0,19.0,55.0,54.0,22.0,24.0,6.0,7.0,5.0,5.0,0.0,0.0,10.0,6.0,13.0,11.0,55.0,62.0,33.0,25.0,4.0,7.0,8.0,6.0,7.0,-1.0,-5.0,3.0,4.0,2.0,-1.0,0.0,1.0,-4.0,-4.0,-8.0,-2.0,3.0,8.0,0.0,-1.0,-2.0,-2.0,1
S45G01N178,4.0,39.0,41.0,18.0,20.0,34.0,29.0,11.0,11.0,20.0,14.0,0.0,9.0,1.0,0.0,29.0,29.0,73.0,70.0,29.0,31.0,9.0,9.0,6.0,7.0,1.0,0.0,12.0,8.0,16.0,16.0,75.0,80.0,41.0,37.0,6.0,8.0,10.0,9.0,5.0,2.0,2.0,0.0,-5.0,2.0,-3.0,1.0,0.0,-4.0,0.0,-4.0,-6.0,2.0,9.0,-1.0,-1.0,-1.0,0.0,1
S45G01N179,1.0,10.0,19.0,6.0,10.0,7.0,1.0,3.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,9.0,7.0,17.0,20.0,9.0,10.0,5.0,3.0,4.0,2.0,0.0,2.0,0.0,1.0,6.0,7.0,25.0,22.0,9.0,8.0,1.0,1.0,3.0,1.0,-3.0,4.0,9.0,-3.0,-6.0,1.0,3.0,-2.0,-2.0,1.0,-2.0,-1.0,0.0,0.0,0.0,2.0,0.0,-2.0,1.0,0
S45G01N179,2.0,19.0,29.0,14.0,16.0,14.0,7.0,5.0,1.0,13.0,9.0,0.0,0.0,1.0,0.0,16.0,10.0,33.0,36.0,19.0,17.0,11.0,15.0,10.0,9.0,1.0,2.0,0.0,4.0,14.0,14.0,53.0,44.0,16.0,14.0,2.0,3.0,6.0,4.0,-9.0,2.0,10.0,-4.0,-7.0,-2.0,3.0,-1.0,4.0,4.0,-6.0,-2.0,-4.0,1.0,0.0,1.0,-1.0,-2.0,0.0,0
S45G01N179,3.0,27.0,40.0,17.0,21.0,24.0,9.0,8.0,2.0,18.0,14.0,0.0,0.0,1.0,1.0,24.0,19.0,51.0,49.0,25.0,23.0,16.0,21.0,15.0,11.0,1.0,2.0,2.0,4.0,20.0,19.0,73.0,59.0,26.0,23.0,5.0,3.0,6.0,7.0,-14.0,4.0,13.0,-6.0,-15.0,-2.0,-2.0,-4.0,5.0,2.0,-5.0,-3.0,-4.0,-2.0,0.0,1.0,0.0,1.0,-1.0,0
S45G01N179,4.0,37.0,55.0,25.0,31.0,28.0,15.0,9.0,4.0,24.0,19.0,0.0,0.0,1.0,1.0,29.0,22.0,65.0,70.0,34.0,35.0,19.0,23.0,17.0,11.0,1.0,2.0,5.0,10.0,25.0,24.0,94.0,85.0,34.0,32.0,7.0,8.0,11.0,9.0,-9.0,6.0,18.0,-5.0,-13.0,1.0,5.0,-6.0,4.0,5.0,-7.0,-2.0,-5.0,1.0,0.0,1.0,0.0,-2.0,-1.0,0
S45G01N18,1.0,15.0,10.0,6.0,4.0,5.0,8.0,1.0,5.0,6.0,7.0,0.0,2.0,1.0,1.0,3.0,7.0,20.0,18.0,7.0,9.0,7.0,7.0,3.0,4.0,0.0,0.0,7.0,5.0,6.0,7.0,18.0,27.0,10.0,12.0,1.0,1.0,1.0,1.0,9.0,-2.0,-5.0,4.0,3.0,2.0,-2.0,1.0,0.0,-2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0
S45G01N18,2.0,26.0,22.0,12.0,11.0,11.0,16.0,4.0,8.0,10.0,14.0,1.0,2.0,1.0,1.0,10.0,12.0,37.0,38.0,16.0,19.0,11.0,8.0,7.0,4.0,0.0,1.0,9.0,8.0,10.0,11.0,43.0,50.0,19.0,20.0,1.0,1.0,2.0,2.0,7.0,-1.0,-4.0,4.0,5.0,3.0,1.0,-3.0,-3.0,-1.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0
S45G01N18,3.0,38.0,33.0,18.0,15.0,19.0,21.0,6.0,8.0,15.0,15.0,1.0,2.0,1.0,1.0,21.0,21.0,57.0,54.0,24.0,23.0,17.0,13.0,9.0,6.0,0.0,1.0,14.0,9.0,14.0,15.0,63.0,60.0,35.0,30.0,4.0,3.0,6.0,5.0,-3.0,-3.0,-5.0,2.0,2.0,-1.0,-3.0,-3.0,-4.0,-5.0,0.0,-5.0,0.0,-1.0,1.0,1.0,0.0,-1.0,1.0,0
S45G01N18,4.0,43.0,50.0,21.0,19.0,29.0,27.0,8.0,11.0,20.0,19.0,3.0,3.0,1.0,1.0,31.0,30.0,72.0,77.0,29.0,30.0,22.0,13.0,11.0,6.0,0.0,2.0,16.0,14.0,17.0,19.0,77.0,77.0,47.0,44.0,5.0,5.0,11.0,8.0,0.0,-2.0,7.0,3.0,-2.0,1.0,5.0,-5.0,-9.0,-2.0,-1.0,-3.0,-1.0,0.0,0.0,2.0,0.0,-3.0,2.0,0
S45G01N180,1.0,13.0,15.0,4.0,5.0,6.0,5.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,9.0,11.0,19.0,20.0,4.0,8.0,2.0,12.0,1.0,9.0,0.0,0.0,2.0,3.0,9.0,6.0,9.0,28.0,11.0,14.0,0.0,1.0,3.0,1.0,19.0,1.0,2.0,3.0,-1.0,4.0,1.0,8.0,10.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,-2.0,-3.0,1
S45G01N180,2.0,27.0,25.0,8.0,10.0,16.0,18.0,2.0,4.0,7.0,11.0,1.0,0.0,0.0,1.0,22.0,28.0,43.0,43.0,10.0,14.0,6.0,20.0,5.0,15.0,0.0,0.0,7.0,7.0,17.0,13.0,27.0,47.0,29.0,35.0,7.0,6.0,8.0,6.0,20.0,2.0,-2.0,2.0,2.0,4.0,0.0,10.0,14.0,0.0,6.0,6.0,4.0,-1.0,-1.0,0.0,1.0,-2.0,-4.0,1
S45G01N180,3.0,38.0,34.0,14.0,13.0,30.0,28.0,8.0,9.0,14.0,19.0,2.0,1.0,0.0,1.0,29.0,34.0,68.0,62.0,22.0,22.0,10.0,26.0,7.0,18.0,0.0,0.0,13.0,7.0,23.0,19.0,59.0,71.0,42.0,41.0,11.0,9.0,10.0,9.0,12.0,-1.0,-4.0,1.0,-2.0,0.0,-6.0,11.0,16.0,-6.0,5.0,-1.0,5.0,-2.0,-1.0,0.0,1.0,-1.0,-4.0,1
S45G01N180,4.0,41.0,45.0,16.0,18.0,44.0,33.0,9.0,9.0,16.0,22.0,2.0,2.0,0.0,3.0,34.0,46.0,85.0,78.0,25.0,27.0,17.0,30.0,10.0,20.0,2.0,3.0,15.0,12.0,29.0,26.0,69.0,83.0,49.0,58.0,14.0,12.0,12.0,15.0,14.0,2.0,4.0,0.0,-11.0,2.0,-7.0,10.0,13.0,-3.0,12.0,9.0,6.0,-2.0,0.0,1.0,3.0,3.0,-3.0,1
S45G01N181,1.0,12.0,11.0,6.0,6.0,5.0,4.0,4.0,3.0,6.0,6.0,0.0,1.0,0.0,1.0,6.0,6.0,17.0,15.0,10.0,9.0,4.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,26.0,22.0,7.0,6.0,3.0,1.0,2.0,3.0,-4.0,0.0,-1.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,0.0,-1.0,0.0,-2.0,1.0,0.0,1.0,1.0,2.0,0
S45G01N181,2.0,25.0,21.0,13.0,11.0,8.0,12.0,6.0,8.0,13.0,15.0,0.0,2.0,1.0,1.0,11.0,10.0,33.0,33.0,19.0,19.0,4.0,4.0,2.0,3.0,0.0,0.0,3.0,3.0,8.0,10.0,46.0,49.0,14.0,13.0,3.0,1.0,2.0,3.0,3.0,-2.0,-4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,2.0,-2.0,2.0,0.0,0.0,1.0,2.0,0
S45G01N181,3.0,37.0,34.0,18.0,15.0,17.0,13.0,8.0,9.0,18.0,20.0,0.0,3.0,1.0,3.0,16.0,18.0,54.0,47.0,26.0,24.0,8.0,12.0,5.0,10.0,1.0,0.0,7.0,6.0,16.0,16.0,65.0,67.0,23.0,24.0,6.0,1.0,2.0,7.0,2.0,-3.0,-3.0,1.0,-4.0,-2.0,-7.0,5.0,4.0,-1.0,2.0,1.0,2.0,-5.0,3.0,-1.0,2.0,5.0,0.0,0
S45G01N181,4.0,44.0,42.0,21.0,17.0,26.0,19.0,12.0,11.0,23.0,21.0,0.0,3.0,1.0,3.0,24.0,21.0,70.0,61.0,33.0,28.0,8.0,13.0,5.0,11.0,1.0,0.0,12.0,6.0,21.0,19.0,83.0,78.0,36.0,27.0,7.0,3.0,4.0,9.0,-5.0,-4.0,-2.0,-1.0,-7.0,-5.0,-9.0,6.0,5.0,-6.0,-3.0,-9.0,-2.0,-4.0,3.0,-1.0,2.0,5.0,-2.0,0
S45G01N182,1.0,11.0,12.0,4.0,8.0,7.0,6.0,3.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,8.0,6.0,18.0,18.0,7.0,9.0,4.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,4.0,4.0,20.0,20.0,12.0,8.0,0.0,3.0,5.0,3.0,0.0,4.0,1.0,-2.0,-1.0,2.0,0.0,-2.0,-2.0,-2.0,-2.0,-4.0,0.0,3.0,0.0,0.0,0.0,-2.0,0.0,0
S45G01N182,2.0,21.0,18.0,8.0,11.0,16.0,13.0,6.0,5.0,9.0,9.0,1.0,2.0,0.0,0.0,12.0,12.0,37.0,31.0,14.0,16.0,10.0,3.0,7.0,2.0,0.0,0.0,10.0,3.0,8.0,9.0,41.0,39.0,22.0,15.0,3.0,4.0,7.0,9.0,-2.0,3.0,-3.0,-1.0,-3.0,2.0,-6.0,-5.0,-7.0,-7.0,0.0,-7.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0
S45G01N182,3.0,31.0,26.0,12.0,14.0,23.0,22.0,9.0,9.0,13.0,15.0,2.0,3.0,0.0,0.0,17.0,19.0,54.0,48.0,21.0,23.0,14.0,10.0,9.0,8.0,0.0,0.0,14.0,7.0,14.0,12.0,60.0,63.0,31.0,26.0,4.0,4.0,7.0,10.0,3.0,2.0,-5.0,0.0,-1.0,2.0,-6.0,-1.0,-4.0,-7.0,2.0,-5.0,2.0,0.0,1.0,0.0,0.0,3.0,-2.0,0
S45G01N182,4.0,38.0,37.0,16.0,16.0,31.0,30.0,11.0,11.0,14.0,19.0,4.0,6.0,0.0,0.0,25.0,24.0,69.0,67.0,27.0,27.0,14.0,11.0,9.0,9.0,0.0,0.0,15.0,11.0,18.0,16.0,74.0,74.0,40.0,35.0,6.0,9.0,12.0,12.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,-3.0,-4.0,-1.0,-5.0,5.0,3.0,2.0,0.0,0.0,0.0,-2.0,0
S45G01N183,1.0,11.0,17.0,5.0,6.0,7.0,5.0,3.0,5.0,8.0,8.0,1.0,0.0,0.0,0.0,9.0,8.0,18.0,22.0,8.0,11.0,2.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,21.0,29.0,10.0,9.0,1.0,4.0,5.0,2.0,8.0,1.0,6.0,2.0,-2.0,3.0,4.0,0.0,1.0,0.0,-1.0,-1.0,0.0,3.0,-1.0,0.0,0.0,-3.0,1.0,1
S45G01N183,2.0,18.0,26.0,10.0,10.0,18.0,16.0,7.0,9.0,15.0,13.0,3.0,0.0,0.0,0.0,15.0,14.0,36.0,42.0,17.0,19.0,10.0,7.0,7.0,5.0,0.0,0.0,7.0,7.0,8.0,11.0,48.0,52.0,22.0,21.0,2.0,5.0,6.0,5.0,4.0,0.0,8.0,2.0,-2.0,2.0,6.0,-2.0,-3.0,0.0,-1.0,-1.0,-2.0,3.0,-3.0,0.0,0.0,-1.0,3.0,1
S45G01N183,3.0,27.0,39.0,14.0,17.0,25.0,21.0,9.0,11.0,17.0,20.0,4.0,0.0,0.0,2.0,19.0,19.0,52.0,60.0,23.0,28.0,10.0,7.0,7.0,5.0,0.0,0.0,10.0,11.0,11.0,13.0,62.0,72.0,29.0,30.0,3.0,7.0,9.0,6.0,10.0,3.0,12.0,2.0,-4.0,5.0,8.0,-2.0,-3.0,1.0,0.0,1.0,3.0,4.0,-4.0,0.0,2.0,-3.0,2.0,1
S45G01N183,4.0,39.0,50.0,21.0,20.0,29.0,26.0,9.0,12.0,22.0,24.0,5.0,0.0,0.0,2.0,28.0,24.0,68.0,76.0,30.0,32.0,13.0,9.0,7.0,7.0,0.0,0.0,15.0,13.0,14.0,16.0,76.0,83.0,43.0,37.0,4.0,9.0,13.0,7.0,7.0,-1.0,11.0,3.0,-3.0,2.0,8.0,0.0,-4.0,-2.0,-4.0,-6.0,2.0,5.0,-5.0,0.0,2.0,-6.0,2.0,1
S45G01N184,1.0,7.0,10.0,3.0,5.0,7.0,5.0,3.0,2.0,6.0,4.0,1.0,0.0,0.0,0.0,8.0,4.0,14.0,15.0,6.0,7.0,6.0,8.0,4.0,3.0,0.0,1.0,2.0,2.0,7.0,5.0,19.0,19.0,10.0,6.0,1.0,1.0,4.0,2.0,0.0,2.0,3.0,-1.0,-2.0,1.0,1.0,-1.0,2.0,0.0,-4.0,-4.0,-2.0,0.0,-1.0,1.0,0.0,-2.0,-2.0,0
S45G01N184,2.0,16.0,22.0,9.0,10.0,10.0,9.0,4.0,3.0,11.0,7.0,1.0,1.0,0.0,2.0,16.0,8.0,26.0,31.0,13.0,13.0,12.0,12.0,7.0,6.0,0.0,1.0,2.0,3.0,12.0,10.0,37.0,35.0,18.0,11.0,2.0,4.0,9.0,4.0,-2.0,1.0,6.0,-1.0,-1.0,0.0,5.0,-1.0,0.0,1.0,-8.0,-7.0,-4.0,2.0,0.0,1.0,2.0,-5.0,-2.0,0
S45G01N184,3.0,26.0,31.0,12.0,13.0,15.0,16.0,5.0,3.0,12.0,10.0,3.0,1.0,1.0,2.0,22.0,16.0,41.0,47.0,17.0,16.0,16.0,23.0,9.0,15.0,0.0,1.0,6.0,6.0,21.0,15.0,48.0,50.0,28.0,22.0,4.0,9.0,15.0,6.0,2.0,1.0,5.0,-2.0,1.0,-1.0,6.0,6.0,7.0,0.0,-6.0,-6.0,-2.0,5.0,-2.0,1.0,1.0,-9.0,-6.0,0
S45G01N184,4.0,33.0,42.0,17.0,20.0,23.0,23.0,8.0,3.0,17.0,16.0,3.0,1.0,1.0,2.0,27.0,19.0,56.0,65.0,25.0,23.0,18.0,26.0,11.0,17.0,1.0,1.0,7.0,9.0,25.0,21.0,69.0,66.0,34.0,28.0,5.0,12.0,20.0,9.0,-3.0,3.0,9.0,-5.0,0.0,-2.0,9.0,6.0,8.0,2.0,-8.0,-6.0,-1.0,7.0,-2.0,0.0,1.0,-11.0,-4.0,0
S45G01N185,1.0,13.0,15.0,6.0,3.0,10.0,10.0,2.0,1.0,5.0,3.0,0.0,1.0,0.0,0.0,7.0,4.0,23.0,25.0,8.0,4.0,14.0,8.0,8.0,4.0,0.0,0.0,5.0,13.0,7.0,9.0,26.0,13.0,12.0,17.0,6.0,4.0,2.0,7.0,-13.0,-3.0,2.0,-1.0,0.0,-4.0,2.0,-4.0,-6.0,8.0,-3.0,5.0,-2.0,-2.0,1.0,0.0,0.0,5.0,2.0,0
S45G01N185,2.0,23.0,25.0,12.0,9.0,19.0,20.0,3.0,3.0,10.0,6.0,0.0,2.0,0.0,0.0,13.0,10.0,42.0,45.0,15.0,12.0,16.0,10.0,10.0,6.0,0.0,0.0,6.0,14.0,13.0,17.0,43.0,33.0,19.0,24.0,6.0,7.0,6.0,9.0,-10.0,-3.0,2.0,0.0,1.0,-3.0,3.0,-4.0,-6.0,8.0,-3.0,5.0,-4.0,1.0,2.0,0.0,0.0,3.0,4.0,0
S45G01N185,3.0,33.0,35.0,16.0,16.0,26.0,26.0,6.0,4.0,15.0,10.0,0.0,3.0,0.0,1.0,17.0,16.0,59.0,61.0,22.0,20.0,24.0,16.0,14.0,8.0,2.0,0.0,7.0,18.0,19.0,24.0,64.0,52.0,24.0,34.0,10.0,11.0,9.0,13.0,-12.0,0.0,2.0,-2.0,0.0,-2.0,2.0,-6.0,-8.0,11.0,-1.0,10.0,-5.0,1.0,3.0,-2.0,1.0,4.0,5.0,0
S45G01N185,4.0,36.0,40.0,17.0,18.0,34.0,40.0,8.0,7.0,18.0,14.0,0.0,3.0,0.0,1.0,27.0,26.0,70.0,80.0,25.0,25.0,34.0,24.0,22.0,14.0,2.0,0.0,8.0,21.0,24.0,31.0,80.0,71.0,35.0,47.0,10.0,11.0,11.0,15.0,-9.0,1.0,4.0,-1.0,6.0,0.0,10.0,-8.0,-10.0,13.0,-1.0,12.0,-4.0,1.0,3.0,-2.0,1.0,4.0,7.0,0
S45G01N186,1.0,9.0,12.0,6.0,4.0,7.0,4.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,9.0,5.0,16.0,16.0,8.0,5.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,6.0,4.0,20.0,14.0,12.0,8.0,2.0,0.0,2.0,3.0,-6.0,-2.0,3.0,-1.0,-3.0,-3.0,0.0,1.0,1.0,0.0,-4.0,-4.0,0.0,-2.0,-2.0,1.0,0.0,1.0,-2.0,0
S45G01N186,2.0,20.0,21.0,14.0,10.0,14.0,11.0,4.0,3.0,6.0,10.0,4.0,0.0,1.0,0.0,15.0,12.0,34.0,32.0,18.0,13.0,5.0,10.0,4.0,6.0,1.0,1.0,4.0,6.0,10.0,7.0,44.0,35.0,19.0,18.0,3.0,0.0,2.0,5.0,-9.0,-4.0,1.0,-1.0,-3.0,-5.0,-2.0,2.0,5.0,2.0,-3.0,-1.0,4.0,-3.0,-4.0,0.0,-1.0,3.0,-3.0,0
S45G01N186,3.0,31.0,28.0,20.0,15.0,20.0,21.0,6.0,7.0,9.0,15.0,5.0,0.0,1.0,1.0,22.0,17.0,51.0,49.0,26.0,22.0,8.0,10.0,7.0,6.0,1.0,2.0,6.0,6.0,14.0,12.0,65.0,57.0,28.0,23.0,5.0,2.0,6.0,8.0,-8.0,-5.0,-3.0,1.0,1.0,-4.0,-2.0,-1.0,2.0,0.0,-5.0,-5.0,6.0,-3.0,-5.0,1.0,0.0,2.0,-2.0,0
S45G01N186,4.0,40.0,36.0,22.0,17.0,27.0,31.0,11.0,11.0,15.0,20.0,5.0,1.0,1.0,1.0,28.0,24.0,67.0,67.0,33.0,28.0,11.0,12.0,8.0,7.0,1.0,2.0,8.0,11.0,17.0,14.0,85.0,74.0,36.0,35.0,6.0,3.0,8.0,9.0,-11.0,-5.0,-4.0,0.0,4.0,-5.0,0.0,-1.0,1.0,3.0,-4.0,-1.0,5.0,-3.0,-4.0,1.0,0.0,1.0,-3.0,0
S45G01N187,1.0,15.0,9.0,7.0,3.0,3.0,13.0,0.0,5.0,3.0,6.0,3.0,1.0,1.0,1.0,7.0,7.0,18.0,22.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,4.0,14.0,21.0,10.0,12.0,2.0,4.0,4.0,2.0,7.0,-4.0,-6.0,5.0,10.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,-2.0,0.0,0.0,-2.0,1.0,1
S45G01N187,2.0,30.0,20.0,16.0,7.0,4.0,21.0,0.0,8.0,7.0,10.0,3.0,1.0,1.0,1.0,15.0,11.0,34.0,41.0,16.0,15.0,4.0,3.0,1.0,2.0,0.0,0.0,6.0,9.0,7.0,8.0,33.0,40.0,21.0,20.0,3.0,7.0,7.0,5.0,7.0,-9.0,-10.0,8.0,17.0,-1.0,7.0,1.0,-1.0,3.0,-4.0,-1.0,3.0,4.0,-2.0,0.0,0.0,-2.0,1.0,1
S45G01N187,3.0,39.0,31.0,23.0,11.0,9.0,29.0,0.0,11.0,13.0,12.0,3.0,1.0,1.0,1.0,23.0,17.0,48.0,60.0,23.0,22.0,15.0,4.0,9.0,3.0,0.0,0.0,8.0,13.0,11.0,16.0,55.0,58.0,31.0,30.0,4.0,7.0,7.0,7.0,3.0,-12.0,-8.0,11.0,20.0,-1.0,12.0,-6.0,-11.0,5.0,-6.0,-1.0,-1.0,3.0,-2.0,0.0,0.0,0.0,5.0,1
