gameKey,seasonName,date,TEAM,AST,BLK,DREB,DKM,DKA,SWA,2PM,2PA,FGA,FGM,TPF,FTM,FTA,PPF,SUB,OREB,PP,PA,PRB,STL,3PM,3PA,TTO,TRB,PTO,MIN,MIN_M,MIN_S,BPF,BPS,DPS,EFF,EJ,FST,MXD,MXS,PPS,PPT,SWM,TOM,TPF_G,TPF_T,TPS
S41G01N60,2022-2023,20221120,고양 캐롯,15,2,22,1,1,1,15,28,70,31,12,5,8,12,19,12,82,78,34,10,15,41,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N60,2022-2023,20221120,원주 DB,16,2,27,2,2,4,23,41,62,31,15,9,14,15,23,7,77,76,34,9,6,19,1,4,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N61,2022-2023,20221120,서울 SK,18,4,24,3,3,9,23,54,70,28,14,11,13,15,21,10,69,83,34,5,2,13,1,4,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N61,2022-2023,20221120,수원 KT,20,4,31,1,1,5,18,38,74,31,18,7,11,19,16,19,81,85,50,6,12,35,1,1,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N62,2022-2023,20221121,서울 삼성,17,3,19,3,3,3,21,41,66,29,19,9,13,24,25,14,72,79,33,7,5,22,0,2,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N62,2022-2023,20221121,전주 KCC,18,1,25,0,0,6,23,50,61,28,18,17,21,18,19,12,78,82,37,6,5,11,1,1,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N63,2022-2023,20221122,원주 DB,14,3,24,5,5,5,16,50,71,28,15,14,18,18,21,17,77,89,41,7,7,16,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N63,2022-2023,20221122,창원 LG,14,6,27,0,0,4,18,40,68,29,16,12,17,16,19,15,81,85,42,7,11,28,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N64,2022-2023,20221123,전주 KCC,16,4,20,3,3,3,24,44,66,32,16,13,19,18,25,9,82,85,29,6,5,19,0,4,3,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N64,2022-2023,20221123,안양 KGC,17,3,27,1,1,1,20,40,67,31,19,12,17,22,20,16,84,84,43,2,10,26,1,2,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N65,2022-2023,20221124,서울 SK,22,5,30,3,3,10,30,59,76,36,18,17,24,20,23,10,92,100,40,5,3,14,0,4,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N65,2022-2023,20221124,울산 현대모비스,25,2,26,0,0,7,29,62,82,36,18,11,20,22,17,14,90,102,40,5,7,20,0,5,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N66,2022-2023,20221124,수원 KT,13,0,23,0,0,7,15,35,60,27,16,22,28,19,19,7,88,88,30,15,12,25,2,2,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N66,2022-2023,20221124,원주 DB,17,3,24,0,0,0,22,39,61,31,18,7,12,23,25,7,78,73,31,4,9,22,0,7,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N67,2022-2023,20221125,대구 한국가스공사,23,4,30,1,2,4,23,37,58,37,18,19,22,22,19,6,106,80,36,3,13,19,0,2,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N67,2022-2023,20221125,서울 삼성,13,2,14,0,0,3,19,35,63,28,19,10,18,20,26,5,75,81,19,5,9,28,0,4,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N68,2022-2023,20221125,안양 KGC,18,0,28,2,2,4,22,39,73,34,16,8,14,17,16,16,86,87,44,7,10,32,0,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N68,2022-2023,20221125,고양 캐롯,12,1,21,1,1,5,17,29,61,30,16,7,11,16,21,5,79,72,26,8,12,31,0,2,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N69,2022-2023,20221126,서울 SK,17,4,22,1,1,1,19,49,74,32,16,9,15,17,17,13,85,89,35,7,12,24,0,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N69,2022-2023,20221126,원주 DB,16,0,30,3,3,4,19,38,61,31,18,10,16,22,18,9,81,77,39,4,9,20,2,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N70,2022-2023,20221126,울산 현대모비스,14,3,31,0,0,4,29,56,75,36,18,6,12,19,18,10,85,87,41,4,7,19,0,4,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N70,2022-2023,20221126,전주 KCC,12,2,30,1,1,6,20,44,65,25,17,14,18,17,20,4,68,83,34,5,4,20,2,2,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N71,2022-2023,20221126,수원 KT,10,1,20,1,1,3,11,31,62,22,15,17,22,15,11,8,71,84,28,4,10,30,0,4,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N71,2022-2023,20221126,창원 LG,20,3,28,2,3,3,30,54,73,37,20,4,9,21,16,16,83,82,44,5,5,16,1,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N72,2022-2023,20221127,안양 KGC,22,1,27,2,2,2,19,31,61,33,16,12,16,16,16,7,90,77,34,7,12,28,2,5,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N72,2022-2023,20221127,서울 SK,17,3,17,2,2,5,25,44,74,34,17,9,13,21,15,11,84,87,28,11,7,28,1,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N73,2022-2023,20221128,울산 현대모비스,24,1,28,0,0,6,21,39,60,28,20,15,27,22,19,9,78,87,37,3,7,21,0,3,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N73,2022-2023,20221128,창원 LG,20,4,30,1,1,4,25,46,63,32,19,16,23,26,17,2,86,86,32,7,6,16,0,1,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N74,2022-2023,20221129,고양 캐롯,12,3,23,1,2,1,16,29,72,26,16,7,10,16,25,14,68,82,37,7,9,41,2,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N74,2022-2023,20221129,서울 SK,25,4,27,2,2,8,28,48,73,37,17,12,19,17,17,13,93,92,40,11,7,23,0,5,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N75,2022-2023,20221130,서울 삼성,14,3,26,2,2,1,20,43,61,28,20,13,20,25,33,11,75,81,37,9,6,16,1,1,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N75,2022-2023,20221130,창원 LG,11,1,22,0,0,2,19,40,57,23,17,20,23,24,21,7,70,80,29,11,4,17,1,3,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N76,2022-2023,20221201,대구 한국가스공사,29,7,28,0,0,7,20,36,65,35,19,7,8,22,24,10,92,73,38,9,15,29,0,3,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N76,2022-2023,20221201,전주 KCC,19,2,20,2,2,4,19,43,64,25,13,17,21,14,16,8,71,85,28,6,4,19,0,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N77,2022-2023,20221201,수원 KT,13,4,25,0,0,1,16,32,70,28,16,14,20,19,21,13,82,90,38,2,12,38,0,5,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N77,2022-2023,20221201,안양 KGC,18,1,26,2,2,2,24,47,72,35,18,13,19,20,17,9,92,91,35,5,9,23,0,6,3,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N78,2022-2023,20221202,원주 DB,11,2,26,2,2,3,22,47,65,28,15,5,8,15,15,8,65,73,34,3,4,16,0,6,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N78,2022-2023,20221202,서울 삼성,18,5,28,2,2,2,20,42,66,26,18,6,7,19,30,6,62,73,34,6,4,22,1,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N79,2022-2023,20221202,울산 현대모비스,14,2,28,0,0,3,29,58,69,32,14,7,9,16,17,13,74,78,41,3,3,11,0,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N79,2022-2023,20221202,고양 캐롯,18,6,20,2,2,3,19,35,65,28,14,12,18,14,15,7,75,83,27,9,7,28,0,3,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N80,2022-2023,20221203,창원 LG,23,1,24,5,5,5,26,48,76,39,18,12,16,19,13,16,98,92,40,3,8,23,1,3,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N80,2022-2023,20221203,서울 SK,22,0,20,0,0,9,27,44,64,38,18,13,19,19,20,4,100,83,24,3,11,20,0,1,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N81,2022-2023,20221203,대구 한국가스공사,17,3,23,1,1,2,16,37,61,28,19,16,20,22,25,8,83,81,31,6,11,23,1,1,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N81,2022-2023,20221203,안양 KGC,15,1,24,1,1,1,18,37,71,29,18,10,12,22,18,12,78,83,36,4,10,33,0,6,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N82,2022-2023,20221203,전주 KCC,22,0,19,0,1,4,34,46,60,43,17,14,19,18,21,10,109,79,29,4,9,13,0,1,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N82,2022-2023,20221203,수원 KT,17,0,8,1,1,1,20,40,67,31,14,16,22,17,20,15,88,89,23,5,10,26,1,2,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N83,2022-2023,20221204,서울 삼성,14,2,27,2,2,1,17,36,61,28,19,8,13,22,35,6,73,74,33,3,9,23,1,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N83,2022-2023,20221204,안양 KGC,11,4,24,1,1,2,16,38,66,25,19,19,23,19,19,12,77,89,36,3,8,27,1,6,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N84,2022-2023,20221204,고양 캐롯,17,0,22,0,0,3,14,34,68,26,19,20,25,21,16,13,84,93,35,6,12,34,0,4,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N84,2022-2023,20221204,창원 LG,20,4,29,1,1,5,24,41,56,31,16,17,24,21,21,7,85,80,36,6,6,14,0,0,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N85,2022-2023,20221204,수원 KT,16,1,22,1,1,1,10,33,60,20,16,14,16,16,24,10,63,76,32,3,9,26,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N85,2022-2023,20221204,대구 한국가스공사,12,5,28,1,1,4,26,45,61,31,17,5,7,19,26,6,71,68,34,9,4,15,0,3,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N86,2022-2023,20221205,원주 DB,14,2,20,0,0,3,30,64,78,31,19,7,8,21,18,15,70,86,35,7,1,14,0,6,18,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N86,2022-2023,20221205,울산 현대모비스,16,1,28,0,0,3,28,49,67,32,18,15,20,20,20,12,83,87,40,10,4,18,2,3,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N87,2022-2023,20221206,서울 SK,21,3,26,5,5,11,16,34,57,27,15,23,33,22,20,7,83,90,33,8,6,18,0,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N87,2022-2023,20221206,서울 삼성,17,0,23,4,4,3,18,42,68,30,14,10,14,24,29,10,78,82,33,6,8,22,1,5,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N88,2022-2023,20221207,창원 LG,19,3,19,2,2,5,29,47,66,34,20,15,22,21,28,13,86,88,32,10,3,17,2,6,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N88,2022-2023,20221207,대구 한국가스공사,15,2,19,3,3,2,22,38,62,31,19,8,14,25,28,9,76,76,28,7,6,21,2,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N89,2022-2023,20221208,고양 캐롯,16,1,25,0,0,4,11,34,75,27,15,6,7,15,17,13,76,82,38,4,16,41,0,2,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N89,2022-2023,20221208,전주 KCC,23,1,33,3,4,7,21,45,66,32,12,12,14,12,14,8,84,80,41,8,8,17,2,1,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N90,2022-2023,20221208,울산 현대모비스,23,3,21,0,0,3,24,43,63,33,16,16,18,17,27,8,91,81,29,12,9,20,0,4,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N90,2022-2023,20221208,수원 KT,19,1,19,1,1,3,29,44,66,35,16,7,8,20,22,5,82,74,24,7,5,21,1,5,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N91,2022-2023,20221209,대구 한국가스공사,21,3,23,2,2,2,19,35,60,28,17,14,23,17,23,13,77,83,36,3,7,23,2,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N91,2022-2023,20221209,원주 DB,16,0,20,0,0,4,24,49,67,28,18,12,14,20,24,13,72,81,33,11,4,18,1,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N92,2022-2023,20221210,서울 SK,14,1,22,0,0,6,27,49,67,33,17,11,20,19,20,10,83,87,32,5,6,18,0,6,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N92,2022-2023,20221210,전주 KCC,21,2,24,0,0,2,25,45,68,34,19,11,13,23,18,11,88,81,35,8,9,23,1,0,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N93,2022-2023,20221210,창원 LG,15,4,18,3,3,3,22,54,70,28,20,10,19,22,21,17,69,89,35,12,3,13,1,2,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N93,2022-2023,20221210,수원 KT,17,3,28,6,6,1,15,30,54,27,19,21,26,22,17,5,81,80,33,4,6,18,1,5,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N94,2022-2023,20221210,울산 현대모비스,20,5,30,2,2,7,19,38,67,26,16,14,18,20,29,9,71,85,39,7,5,27,0,4,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N94,2022-2023,20221210,고양 캐롯,13,2,28,2,2,1,14,38,66,27,17,12,14,18,23,7,77,80,35,3,11,26,0,4,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N95,2022-2023,20221211,창원 LG,17,0,28,2,3,7,28,54,76,32,17,11,18,18,22,19,77,94,47,11,2,19,2,4,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N95,2022-2023,20221211,서울 삼성,9,2,27,3,3,3,17,41,59,23,18,6,11,21,28,4,55,70,31,4,3,15,0,6,16,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N96,2022-2023,20221211,대구 한국가스공사,19,1,23,4,4,2,21,36,65,37,19,14,18,21,22,7,100,83,30,6,12,25,1,5,15,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N96,2022-2023,20221211,안양 KGC,15,3,17,0,0,6,26,40,68,36,17,13,16,20,18,7,95,84,24,8,10,28,0,2,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N97,2022-2023,20221211,원주 DB,13,2,21,2,2,4,21,48,69,27,19,10,13,20,19,12,68,82,33,10,4,19,0,5,18,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N97,2022-2023,20221211,서울 SK,24,1,29,2,3,7,21,42,67,35,16,15,18,17,17,8,97,85,37,15,12,22,1,2,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N98,2022-2023,20221212,전주 KCC,21,1,24,2,2,2,19,34,54,29,18,13,15,18,22,5,79,69,29,6,8,18,0,1,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N98,2022-2023,20221212,울산 현대모비스,22,2,17,2,2,5,21,41,65,32,15,10,16,16,18,12,83,81,29,10,9,22,2,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N99,2022-2023,20221213,원주 DB,15,1,23,2,2,3,28,51,66,36,18,13,14,23,22,11,91,80,34,5,6,13,0,5,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N99,2022-2023,20221213,고양 캐롯,12,3,17,1,1,1,13,28,64,27,16,15,16,17,23,7,82,80,24,5,13,35,0,4,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N100,2022-2023,20221214,대구 한국가스공사,20,2,27,1,1,4,21,35,61,32,21,15,19,24,21,7,89,80,34,6,10,25,1,3,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N100,2022-2023,20221214,서울 삼성,21,0,20,1,1,2,15,38,64,28,16,13,22,18,26,8,81,86,28,4,12,25,1,3,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N101,2022-2023,20221215,수원 KT,15,0,22,2,2,6,17,42,72,28,18,6,10,18,24,15,71,82,37,7,9,28,0,1,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N101,2022-2023,20221215,서울 SK,16,3,28,1,1,5,26,51,67,32,17,10,12,17,23,11,79,79,39,6,5,15,1,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N102,2022-2023,20221215,안양 KGC,19,0,21,3,3,4,24,46,72,33,15,8,11,18,16,13,80,83,34,5,6,23,0,2,7,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N102,2022-2023,20221215,전주 KCC,25,2,25,0,0,2,22,35,59,34,17,12,14,17,23,3,92,73,28,4,12,24,1,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N103,2022-2023,20221216,울산 현대모비스,24,2,26,3,3,4,27,48,66,34,15,17,19,17,34,10,89,85,36,9,4,15,2,4,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N103,2022-2023,20221216,원주 DB,20,0,16,0,0,5,29,66,72,31,18,11,16,18,25,13,75,88,29,9,2,6,0,7,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N104,2022-2023,20221216,대구 한국가스공사,11,3,22,1,2,2,20,52,67,25,14,15,19,16,25,11,69,86,33,7,4,13,0,2,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N104,2022-2023,20221216,창원 LG,20,5,31,1,2,1,26,50,67,33,17,8,10,18,21,12,80,77,43,5,6,15,0,1,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N105,2022-2023,20221217,고양 캐롯,23,2,22,3,3,2,15,31,69,39,16,7,9,18,16,7,106,78,29,9,21,35,0,2,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N105,2022-2023,20221217,서울 SK,15,1,20,0,1,4,27,44,69,34,17,9,14,17,23,13,84,83,33,7,7,24,1,2,12,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N106,2022-2023,20221217,수원 KT,17,2,25,1,1,2,15,36,74,28,16,9,11,16,18,11,77,85,36,5,12,37,0,4,4,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N106,2022-2023,20221217,안양 KGC,23,6,30,1,1,3,23,41,68,35,18,8,10,19,19,5,89,78,35,3,11,26,0,4,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N107,2022-2023,20221217,전주 KCC,12,1,16,1,1,5,18,38,61,25,18,16,20,18,24,7,72,81,23,7,6,22,0,1,6,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N107,2022-2023,20221217,서울 삼성,18,4,29,4,4,4,23,37,59,35,17,9,12,22,25,7,87,71,36,3,8,18,2,2,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N108,2022-2023,20221218,대구 한국가스공사,13,1,13,0,0,2,23,36,59,29,18,16,22,18,25,5,80,81,18,6,6,23,1,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N108,2022-2023,20221218,원주 DB,28,2,22,3,3,3,21,31,61,39,18,18,20,19,23,8,111,81,30,6,15,27,0,3,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N109,2022-2023,20221218,안양 KGC,17,4,26,1,1,2,14,40,75,29,13,9,12,13,12,17,81,87,43,3,14,34,1,4,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N109,2022-2023,20221218,서울 SK,14,1,24,2,2,6,23,42,69,33,17,8,11,17,19,7,82,80,31,10,8,25,0,4,5,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N110,2022-2023,20221218,창원 LG,16,2,31,2,2,2,24,49,68,31,18,12,23,19,24,14,79,91,45,5,5,17,0,5,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N110,2022-2023,20221218,고양 캐롯,15,2,23,0,0,1,17,33,68,26,18,12,16,21,14,8,73,84,31,9,9,35,0,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N111,2022-2023,20221219,울산 현대모비스,18,2,16,1,1,5,20,41,60,26,19,11,20,20,19,11,68,80,27,7,5,18,0,3,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N111,2022-2023,20221219,서울 삼성,17,3,18,3,4,2,20,38,57,28,19,17,22,20,21,9,78,79,27,6,5,15,1,10,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N112,2022-2023,20221220,전주 KCC,19,5,21,1,1,5,27,44,66,36,15,9,13,17,18,8,89,79,29,5,8,21,0,9,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N112,2022-2023,20221220,수원 KT,20,1,17,2,2,5,22,51,73,30,18,11,14,18,25,17,77,87,34,8,6,20,0,4,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N113,2022-2023,20221221,대구 한국가스공사,15,3,25,0,0,3,24,42,66,31,18,4,8,19,20,6,73,74,31,7,7,24,0,3,11,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N113,2022-2023,20221221,서울 SK,12,0,28,3,3,8,19,40,65,30,17,10,15,17,17,8,78,80,36,8,8,22,2,1,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N114,2022-2023,20221222,고양 캐롯,18,3,29,0,0,3,19,34,64,33,17,13,17,17,21,6,93,81,35,7,14,30,0,3,8,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N114,2022-2023,20221222,서울 삼성,17,1,20,1,1,4,14,40,64,24,16,15,16,18,25,8,72,80,28,5,9,23,0,5,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N115,2022-2023,20221222,원주 DB,17,1,23,2,3,2,21,45,70,29,18,8,18,18,22,12,72,88,35,10,6,22,0,3,17,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N115,2022-2023,20221222,창원 LG,28,2,29,2,2,11,28,52,73,39,19,13,17,21,21,12,100,90,41,14,9,19,0,2,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N116,2022-2023,20221223,울산 현대모비스,22,2,25,1,1,4,29,54,74,35,17,9,12,18,18,12,84,86,37,5,5,19,0,2,10,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N116,2022-2023,20221223,서울 SK,16,2,28,1,1,4,26,53,74,31,15,15,21,15,21,14,81,95,42,5,4,20,0,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N117,2022-2023,20221223,수원 KT,14,3,24,0,0,2,17,39,63,28,19,17,23,25,33,4,84,86,28,9,11,24,0,4,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N117,2022-2023,20221223,대구 한국가스공사,16,3,30,2,2,1,13,32,61,26,19,16,29,23,27,15,79,90,45,5,11,27,2,2,14,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N118,2022-2023,20221224,원주 DB,21,2,27,2,2,8,19,46,66,27,16,20,31,17,23,10,80,97,37,7,6,18,1,1,3,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N118,2022-2023,20221224,서울 삼성,20,1,32,3,3,1,19,42,70,30,19,11,13,23,20,13,79,83,45,2,8,25,2,3,9,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S41G01N119,2022-2023,20221224,전주 KCC,21,1,29,2,2,3,21,39,70,33,16,14,16,16,19,13,90,86,42,5,10,29,1,4,13,40.0,40.0,2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
